166
[D@135fbaa4	[D@45ee12a7	0.011406387618470924	0.011406387618470924	0.0
[D@330bedb4	[D@2503dbd3	0.022812775236946692	0.022812775236946692	0.0
[D@4b67cf4d	[D@7ea987ac	0.05132874428315226	0.05132874428315226	0.0
[D@12a3a380	[D@29453f44	0.09125110094774236	0.09125110094774236	0.0
[D@5cad8086	[D@6e0be858	0.14257984523089462	0.14257984523089462	0.0
[D@61bbe9ba	[D@610455d6	0.20531497713247582	0.20531497713247582	0.0
[D@511d50c0	[D@60e53b93	0.27945649665257477	0.27945649665257477	0.0
[D@5e2de80c	[D@1d44bcfa	0.3593012099818438	0.3593012099818438	0.0
[D@266474c2	[D@6f94fa3e	0.4391459233111128	0.4391459233111128	0.0
[D@5e481248	[D@66d3c617	0.518990636640293	0.518990636640293	0.0
[D@63947c6b	[D@2b193f2d	0.5988353499695176	0.5988353499695176	0.0
[D@355da254	[D@4dc63996	0.6786800632990087	0.6786800632990087	0.0
[D@d716361	[D@6ff3c5b5	0.7585247766286329	0.7585247766286329	0.0
[D@3764951d	[D@4b1210ee	0.838369489957902	0.838369489957902	0.0
[D@4d7e1886	[D@3cd1a2f1	0.9182142032873042	0.9182142032873042	0.0
[D@2f0e140b	[D@7440e464	0.9980589166156406	0.9980589166156406	0.0
[D@49476842	[D@78308db1	1.0779036299444655	1.0779036299444655	0.0
[D@27c170f0	[D@5451c3a8	1.1577483432736013	1.1577483432736013	0.0
[D@2626b418	[D@5a07e868	1.2375930566028703	1.2375930566028703	0.0
[D@76ed5528	[D@2c7b84de	1.317437769932095	1.317437769932095	0.0
[D@3fee733d	[D@5acf9800	1.3972824832612751	1.3972824832612751	0.0
[D@4617c264	[D@36baf30c	1.4771271965904997	1.4771271965904997	0.0
[D@7a81197d	[D@5ca881b5	1.5569719099197243	1.5569719099197243	0.0
[D@24d46ca6	[D@4517d9a3	1.636816623248949	1.636816623248949	0.0
[D@372f7a8d	[D@2f92e0f4	1.7166613365781735	1.7166613365781735	0.0
[D@28a418fc	[D@5305068a	1.7965060499073537	1.7965060499073537	0.0
[D@1f32e575	[D@279f2327	1.8763507632365783	1.8763507632365783	0.0
[D@2ff4acd0	[D@54bedef2	1.9561954765664247	1.9561954765664247	0.0
[D@5caf905d	[D@27716f4	2.036040189906352	2.036040189906352	0.0
[D@8efb846	[D@2a84aee7	2.115884903235976	2.115884903235976	0.0
[D@a09ee92	[D@30f39991	2.195729616565645	2.195729616565645	0.0
[D@452b3a41	[D@4a574795	2.2755743298953135	2.2755743298953135	0.0
[D@f6f4d33	[D@23fc625e	2.355419043224982	2.355419043224982	0.0
[D@3f99bd52	[D@4f023edb	2.4352637565546065	2.4352637565546065	0.0
[D@3a71f4dd	[D@7adf9f5f	2.515108469884275	2.515108469884275	0.0
[D@85ede7b	[D@5674cd4d	2.594953183213944	2.594953183213944	0.0
[D@63961c42	[D@65b54208	2.6747978965436126	2.6747978965436126	0.0
[D@1be6f5c3	[D@6b884d57	2.7546426098732812	2.7546426098732812	0.0
[D@38af3868	[D@77459877	2.8444695873392956	2.8245050502557647	0.011438837184584827
[D@5b2133b1	[D@72ea2f77	2.9677945082474206	2.8608692860764173	0.07270247981938383
[D@33c7353a	[D@681a9515	3.095980582361675	2.8923718810104493	0.18936169292271643
[D@3af49f1c	[D@19469ea2	3.226744516324016	2.921296014662001	0.36437086156342957
[D@13221655	[D@2f2c9b19	3.3602804103374737	2.9474474596559075	0.6009068875369508
[D@31befd9f	[D@1c20c684	3.4968094552863787	2.970604858176315	0.9024002622520584
[D@1fb3ebeb	[D@548c4f57	3.636578366001106	2.990521309089936	1.272564334376682
[D@1218025c	[D@816f27d	3.7798566366649187	3.0069271023673507	1.7154214404936852
[D@87aac27	[D@3e3abc88	3.9269321221048985	3.0195341040228807	2.235323994426892
[D@6ce253f1	[D@53d8d10a	4.0781043352283906	3.0280424981441807	2.836967876752567
[D@e9e54c2	[D@65ab7765	4.233674511992925	3.032150679679108	3.5253944677420463
[D@1b28cdfa	[D@eed1f14	4.393931453470534	3.031569462448308	4.305976432185105
[D@7229724f	[D@4c873330	4.559131664454669	3.0260418131240363	5.184380822213541
[D@119d7047	[D@776ec8df	4.729472532803793	3.015369834008167	6.166501356958008
[D@4eec7777	[D@3b07d329	4.90505659990368	2.9994504051484236	7.258349811481764
[D@41629346	[D@404b9385	5.085845623272698	2.978321159256156	8.465894742499302
[D@6d311334	[D@682a0b20	5.271603381472999	2.952217741497281	9.794834628636409
[D@3d075dc0	[D@214c265e	5.461827327709727	2.9216421327860473	11.25029268710017
[D@448139f0	[D@7cca494b	5.655671642777492	2.8874398658890943	12.836423329452998
[D@7ba4f24f	[D@3b9a45b3	5.851866867001151	2.8508802403669207	14.555926559898921
[D@7699a589	[D@58372a00	6.048647011496398	2.8137296407893433	16.409478532954154
[D@4dd8dc3	[D@6d03e736	6.243699154581505	2.778301878283381	18.395104301873232
[D@568db2f2	[D@378bf509	6.434156847867358	2.7474650150016267	20.507542788867227
[D@5fd0d5ae	[D@2d98a335	6.616660370015022	2.724581238772996	22.73768065845843
[D@16b98e56	[D@7ef20235	6.787503813382585	2.7133596635794737	25.072154791069124
[D@27d6c5e0	[D@4f3f5b24	6.9428775052536595	2.7176138143729105	27.49323268266147
[D@15aeb7ab	[D@7b23ec81	7.07919280469561	2.7409364196221397	29.97906545781973
[D@6acbcfc0	[D@5f184fc6	7.193450041489402	2.786331013462211	32.504363054868236
[D@3feba861	[D@5b480cf9	7.283586432172396	2.855863429111403	35.041468745887926
[D@6f496d9f	[D@723279cf	7.348731599894315	2.95040579883793	37.56172698920756
[D@10f87f48	[D@b4c966a	7.389311044134756	3.0695327909669112	40.03697012253451
[D@2f4d3709	[D@4e50df2e	7.40697200478223	3.211595768012821	42.44092000756575
[D@1d81eb93	[D@7291c18f	7.404349770923033	3.3739567297052573	44.75032149967495
[D@34a245ab	[D@7cc355be	7.384729325485694	3.5533271565819757	46.9456875957743
[D@6e8cf4c6	[D@12edcd21	7.351673928766421	3.7461399440366168	49.011618378726155
[D@34c45dca	[D@52cc8049	7.308686376271711	3.948888604900433	50.93673132215912
[D@5b6f7412	[D@27973e9b	7.258946733094509	4.158389864878734	52.713290778869634
[D@312b1dae	[D@7530d0a	7.205143577067107	4.3719526111481635	54.33664398246282
[D@27bc2616	[D@3941a79c	7.142519875436067	4.582926479436437	55.80322305779583
[D@506e1b77	[D@4fca772d	7.0664588292016095	4.784520757390876	57.11070567583556
[D@9807454	[D@3d494fbf	6.9790341439538714	4.974659953905001	58.25914675236868
[D@1ddc4ec2	[D@133314b	6.881728486350083	5.151860381701937	59.25030055392608
